categoryId,categoryName,categoryPath,categoryLevel,status,categoryMarginId,categoryMarginFloor,categoryMarginRecommended,brands,tradeStatus
13023,"screens and room dividers","2 → 2004 → 29112 → 13023",4,Active,1140,16.09,28,[],Consumer
29119,"stained glass panels","2 → 2004 → 29112 → 29119",4,Active,827,16.09,28,[],Consumer
29136,telescopes,"2 → 2004 → 29112 → 29136",4,Active,823,16.09,28,[],Consumer
29135,terrariums,"2 → 2004 → 29112 → 29135",4,Active,1315,16.09,28,[],Consumer
13013,throws,"2 → 2004 → 29112 → 13013",4,Active,1154,18.36,28,[],Consumer
13014,vases,"2 → 2004 → 29112 → 13014",4,Active,1126,18.14,28,[],Consumer
29137,"world globes","2 → 2004 → 29112 → 29137",4,Active,1226,16.09,28,[],Consumer
29121,"game room and bar decor","2 → 2004 → 29121",3,Active,719,10,25,[],Consumer
29126,"game room wall art and signs","2 → 2004 → 29121 → 29126",4,Active,1312,16.36,25,[],Consumer
29125,"sports and game room memorabilia","2 → 2004 → 29121 → 29125",4,Active,1216,16.36,25,[],Consumer
13006,"holiday decorations","2 → 2004 → 13006",3,Active,991,12.75,25,[],Consumer
29151,"christmas decorations","2 → 2004 → 13006 → 29151",4,Active,983,12.75,25,[],Consumer
29152,"christmas ornaments","2 → 2004 → 13006 → 29151 → 29152",5,Active,1174,12.75,25,[],Consumer
29153,"christmas stockings and holders","2 → 2004 → 13006 → 29151 → 29153",5,Active,989,12.75,25,[],Consumer
29154,"christmas tree skirts","2 → 2004 → 13006 → 29151 → 29154",5,Active,986,12.75,25,[],Consumer
29155,"christmas tree stands and care","2 → 2004 → 13006 → 29151 → 29155",5,Active,1342,12.75,25,[],Consumer
29156,"christmas trees","2 → 2004 → 13006 → 29151 → 29156",5,Active,985,12.75,25,[],Consumer
29157,"holiday accents and figurines","2 → 2004 → 13006 → 29157",4,Active,1150,12.86,25,[],Consumer
29158,"holiday lighting","2 → 2004 → 13006 → 29158",4,Active,1203,12.75,25,[],Consumer
29159,"wreaths and garlands","2 → 2004 → 13006 → 29159",4,Active,958,13.13,25,[],Consumer
13007,mirrors,"2 → 2004 → 13007",3,Active,1355,19.29,29,[],Consumer
12001,"bathroom mirrors","2 → 2004 → 13007 → 12001",4,Active,814,16.88,29,[],Consumer
29400,"floor mirrors","2 → 2004 → 13007 → 29400",4,Active,776,19.29,29,[],Consumer
15001,"makeup mirrors","2 → 2004 → 13007 → 15001",4,Active,1171,19.29,29,[],Consumer
29399,"wall mirrors","2 → 2004 → 13007 → 29399",4,Active,1101,20,29,[],Consumer
13012,rugs,"2 → 2004 → 13012",3,Active,841,15.45,25,[],Consumer
29147,"area rugs","2 → 2004 → 13012 → 29147",4,Active,1091,15.9,25,[],Consumer
23027,doormats,"2 → 2004 → 13012 → 23027",4,Active,1088,11.57,25,[],Consumer
29148,"hall and stair runners","2 → 2004 → 13012 → 29148",4,Active,889,14.3,25,[],Consumer
16017,"kids rugs","2 → 2004 → 13012 → 16017",4,Active,1194,15.45,25,[],Consumer
29717,"kitchen mats","2 → 2004 → 13012 → 29717",4,Active,,0,0,[],Consumer
29150,"novelty rugs","2 → 2004 → 13012 → 29150",4,Active,1137,15.45,25,[],Consumer
23025,"outdoor rugs","2 → 2004 → 13012 → 23025",4,Active,975,12.95,25,[],Consumer
29194,"rug pads","2 → 2004 → 13012 → 29194",4,Active,1168,15.45,25,[],Consumer
29149,"stair tread rugs","2 → 2004 → 13012 → 29149",4,Active,842,15.45,25,[],Consumer
14015,"seat cushions","2 → 2004 → 14015",3,Active,1155,15.93,27,[],Consumer
29120,"slipcovers and chair covers","2 → 2004 → 29120",3,Active,1213,16.36,28,[],Consumer
29220,"wall decor","2 → 2004 → 29220",3,Active,1410,15.35,27,[],Consumer
29690,"metal wall art","2 → 2004 → 29220 → 29690",4,Active,1128,15.9,27,[],Consumer
29160,"novelty signs","2 → 2004 → 29220 → 29160",4,Active,1222,15.35,27,[],Consumer
13029,"prints and posters","2 → 2004 → 29220 → 13029",4,Active,844,15.41,27,[],Consumer
29164,tapestries,"2 → 2004 → 29220 → 29164",4,Active,1200,15.35,27,[],Consumer
29689,"wall accents","2 → 2004 → 29220 → 29689",4,Active,818,16.19,27,[],Consumer
13022,"wall decals","2 → 2004 → 29220 → 13022",4,Active,846,15.35,27,[],Consumer
29589,"wall sculptures","2 → 2004 → 29220 → 29589",4,Active,1152,15.35,27,[],Consumer
13020,"home electronics","2 → 13020",2,Active,,0,0,[],Consumer
2015,"home improvement","2 → 2015",2,Active,,0,0,[],Consumer
29495,"building materials","2 → 2015 → 29495",3,Active,639,5,25,[],Consumer
29684,"bricks and masonry","2 → 2015 → 29495 → 29684",4,Active,,0,0,[],Consumer
10011,"kitchen countertops","2 → 2015 → 29495 → 10011",4,Active,,0,0,[],Consumer
11500,"molding and millwork","2 → 2015 → 29495 → 11500",4,Active,,0,0,[],Consumer
11504,"columns and capitals","2 → 2015 → 29495 → 11500 → 11504",5,Active,,0,0,[],Consumer
11501,corbels,"2 → 2015 → 29495 → 11500 → 11501",5,Active,,0,0,[],Consumer
11502,"molding and trim","2 → 2015 → 29495 → 11500 → 11502",5,Active,515,10,24,[],Consumer
11503,"onlays and appliques","2 → 2015 → 29495 → 11500 → 11503",5,Active,,0,0,[],Consumer
29499,"roofing and gutters","2 → 2015 → 29495 → 29499",4,Active,,0,0,[],Consumer
29496,"siding and stone veneer","2 → 2015 → 29495 → 29496",4,Active,,0,0,[],Consumer
29500,"stair parts","2 → 2015 → 29495 → 29500",4,Active,,0,0,[],Consumer
29501,"wall panels","2 → 2015 → 29495 → 29501",4,Active,,0,0,[],Consumer
2016,"windows and doors","2 → 2015 → 29495 → 2016",4,Active,,0,0,[],Consumer
29498,"exterior shutters","2 → 2015 → 29495 → 2016 → 29498",5,Active,,0,0,[],Consumer
25002,"front doors","2 → 2015 → 29495 → 2016 → 25002",5,Active,,0,0,[],Consumer
25001,"garage doors and openers","2 → 2015 → 29495 → 2016 → 25001",5,Active,,0,0,[],Consumer
25003,"interior doors","2 → 2015 → 29495 → 2016 → 25003",5,Active,,0,0,[],Consumer
29497,"patio doors","2 → 2015 → 29495 → 2016 → 29497",5,Active,,0,0,[],Consumer
25004,"screen doors","2 → 2015 → 29495 → 2016 → 25004",5,Active,,0,0,[],Consumer
25005,skylights,"2 → 2015 → 29495 → 2016 → 25005",5,Active,,0,0,[],Consumer
25006,windows,"2 → 2015 → 29495 → 2016 → 25006",5,Active,,0,0,[],Consumer
29502,"electrical supplies","2 → 2015 → 29502",3,Active,679,10,28,[],Consumer
29503,"extension cords and power strips","2 → 2015 → 29502 → 29503",4,Active,1058,12.39,28,[],Consumer
24004,"switch plates and outlet covers","2 → 2015 → 29502 → 24004",4,Active,1013,12.63,28,[],Consumer
29504,"switches and outlets","2 → 2015 → 29502 → 29504",4,Active,1218,12.39,28,[],Consumer
2010,flooring,"2 → 2015 → 2010",3,Active,687,10,25,[],Consumer
29491,"bamboo flooring","2 → 2015 → 2010 → 29491",4,Active,,0,0,[],Consumer
19003,"carpet tiles","2 → 2015 → 2010 → 19003",4,Active,1270,13.46,25,[],Consumer
29492,"cork flooring","2 → 2015 → 2010 → 29492",4,Active,1300,13.46,25,[],Consumer
29493,"engineered wood flooring","2 → 2015 → 2010 → 29493",4,Active,1250,13.46,25,[],Consumer
29494,"floor medallions and inlays","2 → 2015 → 2010 → 29494",4,Active,936,13.46,25,[],Consumer
19001,"hardwood flooring","2 → 2015 → 2010 → 19001",4,Active,1237,13.46,25,[],Consumer
19002,"laminate flooring","2 → 2015 → 2010 → 19002",4,Active,1321,13.46,25,[],Consumer
19005,"vinyl flooring","2 → 2015 → 2010 → 19005",4,Active,935,13.46,25,[],Consumer
29509,hardware,"2 → 2015 → 29509",3,Active,153,5,31,[],Consumer
24005,brackets,"2 → 2015 → 29509 → 24005",4,Active,,0,0,[],Consumer
29510,"cabinet and drawer hardware","2 → 2015 → 29509 → 29510",4,Active,,0,0,[],Consumer
24003,"cabinet and drawer handle pulls","2 → 2015 → 29509 → 29510 → 24003",5,Active,,0,0,[],Consumer
24002,"cabinet and drawer knobs","2 → 2015 → 29509 → 29510 → 24002",5,Active,,0,0,[],Consumer
24001,"door hardware","2 → 2015 → 29509 → 24001",4,Active,,0,0,[],Consumer
29518,"barn door hardware","2 → 2015 → 29509 → 24001 → 29518",5,Active,,0,0,[],Consumer
29512,"door entry sets","2 → 2015 → 29509 → 24001 → 29512",5,Active,,0,0,[],Consumer
29515,"door knockers","2 → 2015 → 29509 → 24001 → 29515",5,Active,,0,0,[],Consumer
29513,"door levers","2 → 2015 → 29509 → 24001 → 29513",5,Active,,0,0,[],Consumer
29516,"door locks","2 → 2015 → 29509 → 24001 → 29516",5,Active,,0,0,[],Consumer
29517,"door stops","2 → 2015 → 29509 → 24001 → 29517",5,Active,,0,0,[],Consumer
29511,"doorbells and chimes","2 → 2015 → 29509 → 24001 → 29511",5,Active,,0,0,[],Consumer
29514,doorknobs,"2 → 2015 → 29509 → 24001 → 29514",5,Active,,0,0,[],Consumer
29519,"pocket door hardware","2 → 2015 → 29509 → 24001 → 29519",5,Active,,0,0,[],Consumer
29520,hinges,"2 → 2015 → 29509 → 29520",4,Active,,0,0,[],Consumer
29521,"nails screws and fasteners","2 → 2015 → 29509 → 29521",4,Active,,0,0,[],Consumer
29522,"window hardware and parts","2 → 2015 → 29509 → 29522",4,Active,,0,0,[],Consumer
28000,"heating and cooling","2 → 2015 → 28000",3,Active,643,5,25,[],Consumer
29529,"air conditioner accessories","2 → 2015 → 28000 → 29529",4,Active,,0,0,[],Consumer
28002,"air conditioners","2 → 2015 → 28000 → 28002",4,Active,,0,0,[],Consumer
29530,"bathroom exhaust fans","2 → 2015 → 28000 → 29530",4,Active,,0,0,[],Consumer
28004,"electric fans","2 → 2015 → 28000 → 28004",4,Active,,0,0,[],Consumer
13003,"fireplace accessories","2 → 2015 → 28000 → 13003",4,Active,,0,0,[],Consumer
29525,"fire starters and fuel","2 → 2015 → 28000 → 13003 → 29525",5,Active,,0,0,[],Consumer
29524,"fireplace grates and andirons","2 → 2015 → 28000 → 13003 → 29524",5,Active,,0,0,[],Consumer
13032,"fireplace mantels","2 → 2015 → 28000 → 13003 → 13032",5,Active,,0,0,[],Consumer
29526,"fireplace screens","2 → 2015 → 28000 → 13003 → 29526",5,Active,,0,0,[],Consumer
29523,"fireplace tools","2 → 2015 → 28000 → 13003 → 29523",5,Active,,0,0,[],Consumer
29528,"freestanding stoves","2 → 2015 → 28000 → 29528",4,Active,,0,0,[],Consumer
28003,"humidifiers and purifiers","2 → 2015 → 28000 → 28003",4,Active,,0,0,[],Consumer
29535,"air purifiers","2 → 2015 → 28000 → 28003 → 29535",5,Active,,0,0,[],Consumer
29536,dehumidifiers,"2 → 2015 → 28000 → 28003 → 29536",5,Active,,0,0,[],Consumer
29537,humidifiers,"2 → 2015 → 28000 → 28003 → 29537",5,Active,,0,0,[],Consumer
13027,"indoor fireplaces","2 → 2015 → 28000 → 13027",4,Active,,0,0,[],Consumer
29531,"patio heaters","2 → 2015 → 28000 → 29531",4,Active,,0,0,[],Consumer
29532,radiators,"2 → 2015 → 28000 → 29532",4,Active,,0,0,[],Consumer
29533,"registers grilles and vents","2 → 2015 → 28000 → 29533",4,Active,,0,0,[],Consumer
28001,"space heaters","2 → 2015 → 28000 → 28001",4,Active,,0,0,[],Consumer
29527,"tabletop fireplaces","2 → 2015 → 28000 → 29527",4,Active,,0,0,[],Consumer
29534,thermostats,"2 → 2015 → 28000 → 29534",4,Active,,0,0,[],Consumer
29541,"home safety and security","2 → 2015 → 29541",3,Active,736,10,25,[],Consumer
29547,"carbon monoxide and smoke detectors","2 → 2015 → 29541 → 29547",4,Active,,0,0,[],Consumer
29542,"emergency and first aid kits","2 → 2015 → 29541 → 29542",4,Active,1415,15.12,25,[],Consumer
29544,"fire protection","2 → 2015 → 29541 → 29544",4,Active,,0,0,[],Consumer
29543,flashlights,"2 → 2015 → 29541 → 29543",4,Active,,0,0,[],Consumer
29545,"home security and surveillance","2 → 2015 → 29541 → 29545",4,Active,852,15.12,25,[],Consumer
29546,safes,"2 → 2015 → 29541 → 29546",4,Active,853,15.12,25,[],Consumer
13026,"paint and wall covering supplies","2 → 2015 → 13026",3,Active,666,10,25,[],Consumer
29538,paint,"2 → 2015 → 13026 → 29538",4,Active,1307,11.86,25,[],Consumer
29539,primers,"2 → 2015 → 13026 → 29539",4,Active,,0,0,[],Consumer
29540,"stains and varnishes","2 → 2015 → 13026 → 29540",4,Active,1238,11.86,25,[],Consumer
13025,"wall stencils","2 → 2015 → 13026 → 13025",4,Active,,0,0,[],Consumer
13015,wallpaper,"2 → 2015 → 13026 → 13015",4,Active,1117,11.71,25,[],Consumer
10034,tile,"2 → 2015 → 10034",3,Active,642,10,25,[],Consumer
29505,"accent trim and border tile","2 → 2015 → 10034 → 29505",4,Active,809,17.89,25,[],Consumer
29506,"ceiling tile","2 → 2015 → 10034 → 29506",4,Active,1214,17.89,25,[],Consumer
29507,"mosaic tile","2 → 2015 → 10034 → 29507",4,Active,1116,15.15,25,[],Consumer
29508,"tile murals","2 → 2015 → 10034 → 29508",4,Active,1153,17.89,25,[],Consumer
19004,"wall and floor tile","2 → 2015 → 10034 → 19004",4,Active,1420,10,10,[],Consumer
29221,"tools and equipment","2 → 2015 → 29221",3,Active,695,5,25,[],Consumer
29222,"hand tools and tool sets","2 → 2015 → 29221 → 29222",4,Active,,0,0,[],Consumer
27005,"ladders and step stools","2 → 2015 → 29221 → 27005",4,Active,,0,0,[],Consumer
29548,"painting tools","2 → 2015 → 29221 → 29548",4,Active,,0,0,[],Consumer
29223,"power tools","2 → 2015 → 29221 → 29223",4,Active,,0,0,[],Consumer
2008,"home office accessories","2 → 2008",2,Active,,0,0,[],Consumer
17007,"bulletin boards and chalkboards","2 → 2008 → 17007",3,Active,1089,11.37,27,[],Consumer
17003,"cable management","2 → 2008 → 17003",3,Active,1306,11.37,27,[],Consumer
29213,"chair mats","2 → 2008 → 29213",3,Active,1289,11.37,27,[],Consumer
17004,"desk accessories","2 → 2008 → 17004",3,Active,1202,11.27,27,[],Consumer
2018,housekeeping,"2 → 2018",2,Active,,0,0,[],Consumer
29192,"drawer & shelf liners","2 → 2018 → 29192",3,Active,1225,12.51,25,[],Consumer
29193,"furniture floor protectors","2 → 2018 → 29193",3,Active,1015,12.51,25,[],Consumer
27001,"household cleaning supplies","2 → 2018 → 27001",3,Active,730,10,25,[],Consumer
29199,"cleaning buckets","2 → 2018 → 27001 → 29199",4,Active,1408,12.51,25,[],Consumer
29201,"cleaning cloths","2 → 2018 → 27001 → 29201",4,Active,1017,12.51,25,[],Consumer
29200,"cleaning gloves","2 → 2018 → 27001 → 29200",4,Active,1016,12.51,25,[],Consumer
29195,dusters,"2 → 2018 → 27001 → 29195",4,Active,1020,12.51,25,[],Consumer
29196,"household cleaning products","2 → 2018 → 27001 → 29196",4,Active,1021,12.51,25,[],Consumer
27002,"mops brooms and dustpans","2 → 2018 → 27001 → 27002",4,Active,1019,12.51,25,[],Consumer
29197,"scrub brushes & sponges","2 → 2018 → 27001 → 29197",4,Active,1349,12.51,25,[],Consumer
29198,squeegees,"2 → 2018 → 27001 → 29198",4,Active,1345,12.51,25,[],Consumer
27004,"laundry products","2 → 2018 → 27004",3,Active,672,10,25,[],Consumer
18004,clotheslines,"2 → 2018 → 27004 → 18004",4,Active,1048,12.41,25,[],Consumer
18005,"drying racks","2 → 2018 → 27004 → 18005",4,Active,1241,12.41,25,[],Consumer
29682,"garment steamers","2 → 2018 → 27004 → 29682",4,Active,1386,12.41,25,[],Consumer
18006,hampers,"2 → 2018 → 27004 → 18006",4,Active,1050,12.41,25,[],Consumer
18007,"ironing board covers","2 → 2018 → 27004 → 18007",4,Active,1052,12.41,25,[],Consumer
18002,"ironing boards","2 → 2018 → 27004 → 18002",4,Active,1245,12.41,25,[],Consumer
18003,irons,"2 → 2018 → 27004 → 18003",4,Active,1051,12.41,25,[],Consumer
18001,"laundry room appliances","2 → 2018 → 27004 → 18001",4,Active,1049,12.41,25,[],Consumer
29205,dryers,"2 → 2018 → 27004 → 18001 → 29205",5,Active,1334,12.41,25,[],Consumer
29206,"washing machines","2 → 2018 → 27004 → 18001 → 29206",5,Active,1053,12.41,25,[],Consumer
29208,"sewing machines","2 → 2018 → 29208",3,Active,599,10,30,[],Consumer
29209,"trash & recycling","2 → 2018 → 29209",3,Active,667,10,25,[],Consumer
29211,"outdoor trash cans","2 → 2018 → 29209 → 29211",4,Active,934,13.6,25,[],Consumer
29210,"recycling bins","2 → 2018 → 29209 → 29210",4,Active,1364,13.6,25,[],Consumer
29346,"trash and recycling accessories","2 → 2018 → 29209 → 29346",4,Active,933,13.6,25,[],Consumer
10030,"trash cans","2 → 2018 → 29209 → 10030",4,Active,1181,13.6,25,[],Consumer
29212,"trash compactors","2 → 2018 → 29209 → 29212",4,Active,1308,13.6,25,[],Consumer
13017,wastebaskets,"2 → 2018 → 29209 → 13017",4,Active,932,13.6,25,[],Consumer
29202,"vacuums & floor care","2 → 2018 → 29202",3,Active,691,10,25,[],Consumer
29203,"carpet & steam cleaners","2 → 2018 → 29202 → 29203",4,Active,,0,0,[],Consumer
29204,"vacuum & floor care accessories","2 → 2018 → 29202 → 29204",4,Active,1018,12.51,25,[],Consumer
27003,"vacuum cleaners","2 → 2018 → 29202 → 27003",4,Active,1014,12.51,25,[],Consumer
2001,"kitchen products","2 → 2001",2,Active,,0,0,[],Consumer
10061,bakeware,"2 → 2001 → 10061",3,Active,732,10,25,[],Consumer
29310,"bakeware sets","2 → 2001 → 10061 → 29310",4,Active,1390,13.99,25,[],Consumer
10200,"baking dishes","2 → 2001 → 10061 → 10200",4,Active,897,13.99,25,[],Consumer
10201,"baking tools","2 → 2001 → 10061 → 10201",4,Active,,0,0,[],Consumer
29315,"baking cups","2 → 2001 → 10061 → 10201 → 29315",5,Active,1416,13.99,25,[],Consumer
29318,"baking mats and liners","2 → 2001 → 10061 → 10201 → 29318",5,Active,898,13.99,25,[],Consumer
10203,"cookie cutters","2 → 2001 → 10061 → 10201 → 10203",5,Active,,0,0,[],Consumer
29313,"cookie presses","2 → 2001 → 10061 → 10201 → 29313",5,Active,,0,0,[],Consumer
29312,"cookie stamps","2 → 2001 → 10061 → 10201 → 29312",5,Active,,0,0,[],Consumer
29314,"cooling racks","2 → 2001 → 10061 → 10201 → 29314",5,Active,,0,0,[],Consumer
29320,"kitchen torches","2 → 2001 → 10061 → 10201 → 29320",5,Active,,0,0,[],Consumer
29317,"pastry bags and tips","2 → 2001 → 10061 → 10201 → 29317",5,Active,,0,0,[],Consumer
29322,"pastry blenders","2 → 2001 → 10061 → 10201 → 29322",5,Active,,0,0,[],Consumer
29316,"pastry brushes","2 → 2001 → 10061 → 10201 → 29316",5,Active,,0,0,[],Consumer
29321,"pastry scrapers","2 → 2001 → 10061 → 10201 → 29321",5,Active,,0,0,[],Consumer
29319,"pie weights","2 → 2001 → 10061 → 10201 → 29319",5,Active,,0,0,[],Consumer
29311,"rolling pins","2 → 2001 → 10061 → 10201 → 29311",5,Active,1399,13.99,25,[],Consumer
29323,sifters,"2 → 2001 → 10061 → 10201 → 29323",5,Active,,0,0,[],Consumer
29324,"specialty baking tools","2 → 2001 → 10061 → 10201 → 29324",5,Active,896,13.99,25,[],Consumer
10202,"cake pans","2 → 2001 → 10061 → 10202",4,Active,1380,13.99,25,[],Consumer
29325,"candy and chocolate molds","2 → 2001 → 10061 → 29325",4,Active,1412,13.99,25,[],Consumer
10204,"cookie sheets","2 → 2001 → 10061 → 10204",4,Active,892,13.99,25,[],Consumer
10205,"cupcake and muffin pans","2 → 2001 → 10061 → 10205",4,Active,1407,13.99,25,[],Consumer
10207,"loaf pans","2 → 2001 → 10061 → 10207",4,Active,1396,13.99,25,[],Consumer
10206,"pie and tart pans","2 → 2001 → 10061 → 10206",4,Active,,0,0,[],Consumer
29326,"ramekins and souffle dishes","2 → 2001 → 10061 → 29326",4,Active,895,13.99,25,[],Consumer
10029,"coffee and tea makers","2 → 2001 → 10029",3,Active,712,10,25,[],Consumer
29573,"coffee and tea maker accessories","2 → 2001 → 10029 → 29573",4,Active,1384,13.99,25,[],Consumer
29574,"coffee filters","2 → 2001 → 10029 → 29573 → 29574",5,Active,,0,0,[],Consumer
29575,"tea infusers and strainers","2 → 2001 → 10029 → 29573 → 29575",5,Active,1414,13.99,25,[],Consumer
29572,"coffee grinders","2 → 2001 → 10029 → 29572",4,Active,,0,0,[],Consumer
29571,"coffee makers","2 → 2001 → 10029 → 29571",4,Active,1299,13.99,25,[],Consumer
29569,"espresso machines","2 → 2001 → 10029 → 29569",4,Active,1233,13.99,25,[],Consumer
29570,"french presses","2 → 2001 → 10029 → 29570",4,Active,891,13.99,25,[],Consumer
10104,kettles,"2 → 2001 → 10029 → 10104",4,Active,1292,13.99,25,[],Consumer
29576,"milk frothers","2 → 2001 → 10029 → 29576",4,Active,893,13.99,25,[],Consumer
29350,cookbooks,"2 → 2001 → 29350",3,Active,759,10,25,[],Consumer
10060,cookware,"2 → 2001 → 10060",3,Active,698,10,26,[],Consumer
29335,"chafing dishes","2 → 2001 → 10060 → 29335",4,Active,1377,12.64,26,[],Consumer
10100,"cookware sets","2 → 2001 → 10060 → 10100",4,Active,1007,12.64,26,[],Consumer
10101,"dutch ovens and casseroles","2 → 2001 → 10060 → 10101",4,Active,1006,12.64,26,[],Consumer
10102,"frying pans and skillets","2 → 2001 → 10060 → 10102",4,Active,1010,12.64,26,[],Consumer
10103,"griddles and grill pans","2 → 2001 → 10060 → 10103",4,Active,1330,12.64,26,[],Consumer
29559,"pressure cookers","2 → 2001 → 10060 → 29559",4,Active,1356,12.64,26,[],Consumer
10108,"roasting pans and racks","2 → 2001 → 10060 → 10108",4,Active,1009,12.64,26,[],Consumer
10106,saucepans,"2 → 2001 → 10060 → 10106",4,Active,1320,12.64,26,[],Consumer
10107,"saute pans","2 → 2001 → 10060 → 10107",4,Active,1008,12.64,26,[],Consumer
10110,"specialty cookware","2 → 2001 → 10060 → 10110",4,Active,1294,12.64,26,[],Consumer
10109,stockpots,"2 → 2001 → 10060 → 10109",4,Active,1005,12.64,26,[],Consumer
29336,"woks and stirfry pans","2 → 2001 → 10060 → 29336",4,Active,1004,12.64,26,[],Consumer
29560,"cookware accessories","2 → 2001 → 29560",3,Active,894,13.99,25,[],Consumer
29561,"pot and pan lids","2 → 2001 → 29560 → 29561",4,Active,1395,13.99,25,[],Consumer
29562,"steamer baskets","2 → 2001 → 29560 → 29562",4,Active,,0,0,[],Consumer
10004,"cookware and bakeware","2 → 2001 → 10004",3,Inactive,600,5,30,[],Consumer
11008,"kitchen and table linens","2 → 2001 → 11008",3,Active,684,10,30,[],Consumer
10001,aprons,"2 → 2001 → 11008 → 10001",4,Active,859,15.06,30,[],Consumer
10005,"dish towels","2 → 2001 → 11008 → 10005",4,Active,856,15.06,30,[],Consumer
11401,napkins,"2 → 2001 → 11008 → 11401",4,Active,854,15.06,30,[],Consumer
10037,"oven mitts and pot holders","2 → 2001 → 11008 → 10037",4,Active,857,15.06,30,[],Consumer
11402,placemats,"2 → 2001 → 11008 → 11402",4,Active,858,15.06,30,[],Consumer
29339,"table pads","2 → 2001 → 11008 → 29339",4,Active,1413,15.06,30,[],Consumer
29340,"table runners","2 → 2001 → 11008 → 29340",4,Active,1246,15.06,30,[],Consumer
11400,tablecloths,"2 → 2001 → 11008 → 11400",4,Active,855,15.06,30,[],Consumer
29550,"kitchen fixture parts","2 → 2001 → 29550",3,Active,710,5,25,[],Consumer
29549,"kitchen fixtures","2 → 2001 → 29549",3,Active,637,5,25,[],Consumer
29557,"bar faucets","2 → 2001 → 29549 → 29557",4,Active,,0,0,[],Consumer
29558,"bar sinks","2 → 2001 → 29549 → 29558",4,Active,,0,0,[],Consumer
29552,"garbage disposals","2 → 2001 → 29549 → 29552",4,Active,,0,0,[],Consumer
29555,"hot water dispensers","2 → 2001 → 29549 → 29555",4,Active,,0,0,[],Consumer
10007,"kitchen faucets","2 → 2001 → 29549 → 10007",4,Active,,0,0,[],Consumer
10008,"kitchen sinks","2 → 2001 → 29549 → 10008",4,Active,,0,0,[],Consumer
29553,"pot fillers","2 → 2001 → 29549 → 29553",4,Active,,0,0,[],Consumer
29554,"utility sink faucets","2 → 2001 → 29549 → 29554",4,Active,,0,0,[],Consumer
18008,"utility sinks","2 → 2001 → 29549 → 18008",4,Active,,0,0,[],Consumer
29556,"water filtration systems","2 → 2001 → 29549 → 29556",4,Active,,0,0,[],Consumer
10062,"kitchen knives and accessories","2 → 2001 → 10062",3,Active,705,10,25,[],Consumer
10400,"boning knives","2 → 2001 → 10062 → 10400",4,Active,,0,0,[],Consumer
10401,"bread knives","2 → 2001 → 10062 → 10401",4,Active,1379,11.95,25,[],Consumer
10402,"ceramic knives","2 → 2001 → 10062 → 10402",4,Inactive,,0,0,[],Consumer
10404,"cheese knives","2 → 2001 → 10062 → 10404",4,Active,1375,11.95,25,[],Consumer
10403,"chef's knives","2 → 2001 → 10062 → 10403",4,Active,1328,11.95,25,[],Consumer
10405,cleavers,"2 → 2001 → 10062 → 10405",4,Active,1076,11.95,25,[],Consumer
10411,"cutting boards","2 → 2001 → 10062 → 10411",4,Active,1223,11.95,25,[],Consumer
10408,"kitchen shears","2 → 2001 → 10062 → 10408",4,Active,1385,11.95,25,[],Consumer
10413,"knife sets","2 → 2001 → 10062 → 10413",4,Active,1078,11.95,25,[],Consumer
10412,"knife sharpeners","2 → 2001 → 10062 → 10412",4,Active,1079,11.95,25,[],Consumer
10414,"knife storage","2 → 2001 → 10062 → 10414",4,Active,1327,11.95,25,[],Consumer
10406,"paring knives","2 → 2001 → 10062 → 10406",4,Active,,0,0,[],Consumer
10407,"santoku knives","2 → 2001 → 10062 → 10407",4,Active,1359,11.95,25,[],Consumer
29337,"slicing and carving knives","2 → 2001 → 10062 → 29337",4,Active,,0,0,[],Consumer
29338,"specialty knives","2 → 2001 → 10062 → 29338",4,Active,1373,11.95,25,[],Consumer
10409,"steak knives","2 → 2001 → 10062 → 10409",4,Active,1339,11.95,25,[],Consumer
10410,"utility knives","2 → 2001 → 10062 → 10410",4,Active,1075,11.95,25,[],Consumer
29563,"kitchen sink accessories","2 → 2001 → 29563",3,Active,707,5,25,[],Consumer
29341,"kitchen storage and organization","2 → 2001 → 29341",3,Active,1032,12.43,26,[],Consumer
29368,"cookbook stands and recipe holders","2 → 2001 → 29341 → 29368",4,Active,1045,12.43,26,[],Consumer
29342,"dinnerware and stemware storage","2 → 2001 → 29341 → 29342",4,Active,1037,12.43,26,[],Consumer
10003,"dish racks","2 → 2001 → 29341 → 10003",4,Active,1280,12.43,26,[],Consumer
29343,"flatware storage","2 → 2001 → 29341 → 29343",4,Active,1040,12.43,26,[],Consumer
29354,"food and beverage carriers","2 → 2001 → 29341 → 29354",4,Active,,0,0,[],Consumer
29359,"coolers and ice chests","2 → 2001 → 29341 → 29354 → 29359",5,Active,1042,12.43,26,[],Consumer
29357,"drink sleeves","2 → 2001 → 29341 → 29354 → 29357",5,Active,1394,12.43,26,[],Consumer
29360,"lunch boxes and totes","2 → 2001 → 29341 → 29354 → 29360",5,Active,1401,12.43,26,[],Consumer
29355,"picnic baskets","2 → 2001 → 29341 → 29354 → 29355",5,Active,1046,12.43,26,[],Consumer
29358,thermoses,"2 → 2001 → 29341 → 29354 → 29358",5,Active,1357,12.43,26,[],Consumer
29356,"water bottles","2 → 2001 → 29341 → 29354 → 29356",5,Active,1403,12.43,26,[],Consumer
10006,"food containers and storage","2 → 2001 → 29341 → 10006",4,Active,,0,0,[],Consumer
